"color","name"
"Latino Skin","Aurorian #3170"
"Black Skin","Aurorian #5739"
"Black Skin","Aurorian #9063"
"White Skin","Aurorian #9331"
"White Skin","Aurorian #5061"
"Black Skin","Aurorian #8438"
"Black Skin","Aurorian #3135"
"Latino Skin","Aurorian #5796"
"Black Skin","Aurorian #3977"
"Latino Skin","Aurorian #2429"
"White Skin","Aurorian #2576"
"White Skin","Aurorian #7035"
"White Skin","Aurorian #7326"
"White Skin","Aurorian #1188"
"White Skin","Aurorian #6576"
"Black Skin","Aurorian #2557"
"Latino Skin","Aurorian #6031"
"White Skin","Aurorian #2731"
"White Skin","Aurorian #5078"
"White Skin","Aurorian #4638"
"White Skin","Aurorian #2232"
"White Skin","Aurorian #1506"
"Black Skin","Aurorian #7327"
"Black Skin","Aurorian #1241"
"Latino Skin","Aurorian #2369"
"Latino Skin","Aurorian #1542"
"White Skin","Aurorian #2318"
"White Skin","Aurorian #7254"
"Black Skin","Aurorian #7169"
"Black Skin","Aurorian #8999"
"White Skin","Aurorian #5657"
"Black Skin","Aurorian #3057"
"White Skin","Aurorian #1662"
"Black Skin","Aurorian #1822"
"White Skin","Aurorian #8445"
"White Skin","Aurorian #694"
"Latino Skin","Aurorian #298"
"Latino Skin","Aurorian #9323"
"Latino Skin","Aurorian #3254"
"White Skin","Aurorian #5261"
"Latino Skin","Aurorian #1280"
"White Skin","Aurorian #2096"
"White Skin","Aurorian #5216"
"White Skin","Aurorian #5891"
"White Skin","Aurorian #2153"
"White Skin","Aurorian #9626"
"Black Skin","Aurorian #1865"
"White Skin","Aurorian #189"
"White Skin","Aurorian #4428"
"White Skin","Aurorian #3520"
"Black Skin","Aurorian #4489"
"Black Skin","Aurorian #2724"
"White Skin","Aurorian #534"
"Latino Skin","Aurorian #8070"
"White Skin","Aurorian #5866"
"White Skin","Aurorian #8052"
"White Skin","Aurorian #5055"
"Black Skin","Aurorian #8826"
"White Skin","Aurorian #2110"
"Latino Skin","Aurorian #2529"
"Black Skin","Aurorian #1351"
"Latino Skin","Aurorian #750"
"Black Skin","Aurorian #7729"
"Latino Skin","Aurorian #9495"
"Latino Skin","Aurorian #1179"
"White Skin","Aurorian #1082"
"Black Skin","Aurorian #3868"
"Latino Skin","Aurorian #9786"
"White Skin","Aurorian #7963"
"Latino Skin","Aurorian #3829"
"White Skin","Aurorian #3016"
"Latino Skin","Aurorian #7894"
"White Skin","Aurorian #9"
"Black Skin","Aurorian #3416"
"White Skin","Aurorian #2581"
"White Skin","Aurorian #9356"
"White Skin","Aurorian #526"
"Latino Skin","Aurorian #292"
"White Skin","Aurorian #6909"
"White Skin","Aurorian #5258"
"White Skin","Aurorian #5709"
"Black Skin","Aurorian #2049"
"Black Skin","Aurorian #601"
"Black Skin","Aurorian #3253"
"Black Skin","Aurorian #3325"
"Latino Skin","Aurorian #3970"
"White Skin","Aurorian #7607"
"White Skin","Aurorian #5026"
"White Skin","Aurorian #67"
"White Skin","Aurorian #8358"
"White Skin","Aurorian #5571"
"Latino Skin","Aurorian #8351"
"White Skin","Aurorian #4432"
"Latino Skin","Aurorian #8956"
"Black Skin","Aurorian #9438"
"White Skin","Aurorian #7018"
"Latino Skin","Aurorian #5102"
"Black Skin","Aurorian #634"
"Latino Skin","Aurorian #8025"
"Latino Skin","Aurorian #144"
"Black Skin","Aurorian #3454"
"Latino Skin","Aurorian #8576"
"Black Skin","Aurorian #7637"
"Latino Skin","Aurorian #4896"
"Latino Skin","Aurorian #119"
"Latino Skin","Aurorian #8258"
"Latino Skin","Aurorian #6207"
"White Skin","Aurorian #2031"
"Black Skin","Aurorian #3185"
"Latino Skin","Aurorian #4526"
"White Skin","Aurorian #3050"
"White Skin","Aurorian #8610"
"Latino Skin","Aurorian #4678"
"Latino Skin","Aurorian #8775"
"White Skin","Aurorian #92"
"White Skin","Aurorian #293"
"Black Skin","Aurorian #528"
"White Skin","Aurorian #1851"
"Black Skin","Aurorian #794"
"Black Skin","Aurorian #2960"
"Black Skin","Aurorian #9781"
"Black Skin","Aurorian #6026"
"Black Skin","Aurorian #3642"
"White Skin","Aurorian #1567"
"White Skin","Aurorian #6531"
"Black Skin","Aurorian #3206"
"Black Skin","Aurorian #4094"
"Latino Skin","Aurorian #9637"
"White Skin","Aurorian #6409"
"Latino Skin","Aurorian #1023"
"Latino Skin","Aurorian #7976"
"Black Skin","Aurorian #6204"
"White Skin","Aurorian #7117"
"Latino Skin","Aurorian #8569"
"Black Skin","Aurorian #2114"
"Latino Skin","Aurorian #9098"
"Black Skin","Aurorian #8727"
"Latino Skin","Aurorian #9551"
"Black Skin","Aurorian #323"
"White Skin","Aurorian #8174"
"White Skin","Aurorian #6993"
"Latino Skin","Aurorian #9535"
"White Skin","Aurorian #2469"
"White Skin","Aurorian #9597"
"White Skin","Aurorian #4664"
"Black Skin","Aurorian #5223"
"Latino Skin","Aurorian #4592"
"White Skin","Aurorian #9026"
"Black Skin","Aurorian #930"
"White Skin","Aurorian #7351"
"Latino Skin","Aurorian #5191"
"White Skin","Aurorian #5701"
"White Skin","Aurorian #9251"
"Latino Skin","Aurorian #4765"
"White Skin","Aurorian #5516"
"Latino Skin","Aurorian #175"
"White Skin","Aurorian #424"
"Latino Skin","Aurorian #7829"
"Black Skin","Aurorian #5910"
"Latino Skin","Aurorian #6274"
"Latino Skin","Aurorian #8318"
"White Skin","Aurorian #2241"
"White Skin","Aurorian #7668"
"White Skin","Aurorian #1897"
"White Skin","Aurorian #1909"
"Latino Skin","Aurorian #5235"
"Black Skin","Aurorian #1388"
"Black Skin","Aurorian #8123"
"White Skin","Aurorian #1904"
"Latino Skin","Aurorian #1820"
"Black Skin","Aurorian #9910"
"White Skin","Aurorian #1655"
"White Skin","Aurorian #3051"
"Black Skin","Aurorian #4798"
"Black Skin","Aurorian #4935"
"Latino Skin","Aurorian #7833"
"Black Skin","Aurorian #8900"
"Latino Skin","Aurorian #3843"
"White Skin","Aurorian #9486"
"Latino Skin","Aurorian #2464"
"Black Skin","Aurorian #5305"
"White Skin","Aurorian #7967"
"White Skin","Aurorian #5104"
"White Skin","Aurorian #1402"
"White Skin","Aurorian #1918"
"White Skin","Aurorian #7941"
"Latino Skin","Aurorian #651"
"Latino Skin","Aurorian #9004"
"White Skin","Aurorian #6277"
"Black Skin","Aurorian #9130"
"White Skin","Aurorian #8363"
"Latino Skin","Aurorian #754"
"White Skin","Aurorian #8917"
"Latino Skin","Aurorian #1094"
"Latino Skin","Aurorian #5729"
"White Skin","Aurorian #834"
"Black Skin","Aurorian #1475"
"Black Skin","Aurorian #5058"
"Black Skin","Aurorian #4657"
"White Skin","Aurorian #7216"
"White Skin","Aurorian #9372"
"Latino Skin","Aurorian #6601"
"Black Skin","Aurorian #5616"
"Black Skin","Aurorian #3578"
"White Skin","Aurorian #5501"
"White Skin","Aurorian #6839"
"Black Skin","Aurorian #8030"
"Black Skin","Aurorian #3214"
"Latino Skin","Aurorian #465"
"White Skin","Aurorian #9855"
"White Skin","Aurorian #9552"
"White Skin","Aurorian #3077"
"Latino Skin","Aurorian #2374"
"White Skin","Aurorian #4330"
"Black Skin","Aurorian #7123"
"White Skin","Aurorian #8004"
"White Skin","Aurorian #1317"
"White Skin","Aurorian #2643"
"Latino Skin","Aurorian #6120"
"Latino Skin","Aurorian #8590"
"White Skin","Aurorian #2535"
"White Skin","Aurorian #368"
"Latino Skin","Aurorian #8869"
"Latino Skin","Aurorian #6133"
"Latino Skin","Aurorian #8955"
"Latino Skin","Aurorian #3590"
"Latino Skin","Aurorian #7693"
"White Skin","Aurorian #5403"
"Black Skin","Aurorian #8988"
"Latino Skin","Aurorian #4680"
"Black Skin","Aurorian #6615"
"Latino Skin","Aurorian #9981"
"Black Skin","Aurorian #7484"
"Black Skin","Aurorian #7563"
"White Skin","Aurorian #5369"
"Latino Skin","Aurorian #7989"
"Latino Skin","Aurorian #817"
"Latino Skin","Aurorian #1113"
"White Skin","Aurorian #3872"
"White Skin","Aurorian #1940"
"Black Skin","Aurorian #4885"
"Black Skin","Aurorian #1859"
"Latino Skin","Aurorian #8292"
"White Skin","Aurorian #5703"
"White Skin","Aurorian #9270"
"Latino Skin","Aurorian #859"
"Black Skin","Aurorian #8362"
"White Skin","Aurorian #5245"
"White Skin","Aurorian #7109"
"Latino Skin","Aurorian #2184"
"White Skin","Aurorian #8785"
"White Skin","Aurorian #5561"
"Black Skin","Aurorian #2842"
"Black Skin","Aurorian #6010"
"White Skin","Aurorian #1827"
"Latino Skin","Aurorian #6726"
"Black Skin","Aurorian #7044"
"Latino Skin","Aurorian #8885"
"White Skin","Aurorian #1147"
"Latino Skin","Aurorian #7865"
"Latino Skin","Aurorian #8423"
"White Skin","Aurorian #4380"
"White Skin","Aurorian #7175"
"Black Skin","Aurorian #6491"
"White Skin","Aurorian #1761"
"Black Skin","Aurorian #9741"
"White Skin","Aurorian #381"
"Latino Skin","Aurorian #4257"
"White Skin","Aurorian #6447"
"White Skin","Aurorian #5617"
"Latino Skin","Aurorian #6895"
"Latino Skin","Aurorian #2105"
"Black Skin","Aurorian #4928"
"Black Skin","Aurorian #7755"
"White Skin","Aurorian #5412"
"White Skin","Aurorian #6359"
"Black Skin","Aurorian #5376"
"White Skin","Aurorian #42"
"Black Skin","Aurorian #8"
"Black Skin","Aurorian #476"
"White Skin","Aurorian #5348"
"White Skin","Aurorian #4450"
"Black Skin","Aurorian #2333"
"White Skin","Aurorian #7456"
"White Skin","Aurorian #4702"
"White Skin","Aurorian #9773"
"Black Skin","Aurorian #1668"
"White Skin","Aurorian #4036"
"White Skin","Aurorian #7953"
"White Skin","Aurorian #832"
"Latino Skin","Aurorian #4763"
"White Skin","Aurorian #4546"
"Black Skin","Aurorian #6958"
"Latino Skin","Aurorian #5062"
"Latino Skin","Aurorian #9990"
"Black Skin","Aurorian #2421"
"Black Skin","Aurorian #1357"
"White Skin","Aurorian #581"
"White Skin","Aurorian #4941"
"Black Skin","Aurorian #3873"
"White Skin","Aurorian #880"
"White Skin","Aurorian #3059"
"White Skin","Aurorian #8714"
"White Skin","Aurorian #297"
"White Skin","Aurorian #8314"
"White Skin","Aurorian #7528"
"Latino Skin","Aurorian #1810"
"White Skin","Aurorian #1641"
"Black Skin","Aurorian #3986"
"White Skin","Aurorian #6376"
"Black Skin","Aurorian #9036"
"Latino Skin","Aurorian #7897"
"Latino Skin","Aurorian #2694"
"Latino Skin","Aurorian #2147"
"Latino Skin","Aurorian #3822"
"White Skin","Aurorian #2173"
"Black Skin","Aurorian #1413"
"White Skin","Aurorian #4613"
"Black Skin","Aurorian #1144"
"Black Skin","Aurorian #1702"
"Black Skin","Aurorian #5881"
"Black Skin","Aurorian #5971"
"White Skin","Aurorian #9277"
"White Skin","Aurorian #9866"
"Black Skin","Aurorian #7095"
"Latino Skin","Aurorian #3934"
"White Skin","Aurorian #7581"
"Latino Skin","Aurorian #6229"
"White Skin","Aurorian #3991"
"Black Skin","Aurorian #4914"
"Black Skin","Aurorian #3109"
"Latino Skin","Aurorian #6732"
"Latino Skin","Aurorian #9612"
"Latino Skin","Aurorian #1888"
"Latino Skin","Aurorian #5056"
"Latino Skin","Aurorian #4547"
"White Skin","Aurorian #8568"
"Black Skin","Aurorian #7338"
"White Skin","Aurorian #1194"
"Latino Skin","Aurorian #7591"
"White Skin","Aurorian #1919"
"Latino Skin","Aurorian #3824"
"Latino Skin","Aurorian #3096"
"White Skin","Aurorian #482"
"White Skin","Aurorian #9822"
"White Skin","Aurorian #4361"
"Black Skin","Aurorian #9573"
"White Skin","Aurorian #8139"
"White Skin","Aurorian #4212"
"White Skin","Aurorian #1890"
"Latino Skin","Aurorian #2037"
"White Skin","Aurorian #5456"
"White Skin","Aurorian #2113"
"White Skin","Aurorian #8817"
"White Skin","Aurorian #1680"
"White Skin","Aurorian #155"
"White Skin","Aurorian #3691"
"White Skin","Aurorian #8442"
"Black Skin","Aurorian #6940"
"Black Skin","Aurorian #2271"
"Latino Skin","Aurorian #9027"
"White Skin","Aurorian #6060"
"Latino Skin","Aurorian #2188"
"White Skin","Aurorian #4224"
"White Skin","Aurorian #2312"
"Latino Skin","Aurorian #1549"
"White Skin","Aurorian #1076"
"Latino Skin","Aurorian #5601"
"Black Skin","Aurorian #2059"
"Latino Skin","Aurorian #4864"
"White Skin","Aurorian #5168"
"Black Skin","Aurorian #9492"
"White Skin","Aurorian #9543"
"Black Skin","Aurorian #9621"
"White Skin","Aurorian #6410"
"Latino Skin","Aurorian #905"
"White Skin","Aurorian #8654"
"White Skin","Aurorian #5611"
"White Skin","Aurorian #419"
"White Skin","Aurorian #9189"
"Latino Skin","Aurorian #6061"
"Latino Skin","Aurorian #4588"
"White Skin","Aurorian #9729"
"Black Skin","Aurorian #1950"
"White Skin","Aurorian #6034"
"White Skin","Aurorian #6939"
"White Skin","Aurorian #6772"
"Latino Skin","Aurorian #3534"
"Latino Skin","Aurorian #1891"
"White Skin","Aurorian #2546"
"Latino Skin","Aurorian #7361"
"White Skin","Aurorian #294"
"White Skin","Aurorian #7870"
"Black Skin","Aurorian #6803"
"White Skin","Aurorian #1551"
"Black Skin","Aurorian #9504"
"White Skin","Aurorian #1825"
"Black Skin","Aurorian #9647"
"White Skin","Aurorian #512"
"Latino Skin","Aurorian #790"
"Latino Skin","Aurorian #1814"
"White Skin","Aurorian #9556"
"Black Skin","Aurorian #1768"
"White Skin","Aurorian #3202"
"White Skin","Aurorian #4138"
"White Skin","Aurorian #1338"
"Black Skin","Aurorian #1281"
"White Skin","Aurorian #559"
"Black Skin","Aurorian #703"
"Black Skin","Aurorian #2220"
"Latino Skin","Aurorian #3335"
"White Skin","Aurorian #4987"
"White Skin","Aurorian #721"
"White Skin","Aurorian #2061"
"Latino Skin","Aurorian #79"
"Black Skin","Aurorian #3134"
"White Skin","Aurorian #3063"
"White Skin","Aurorian #9712"
"White Skin","Aurorian #5619"
"Latino Skin","Aurorian #7909"
"Black Skin","Aurorian #9168"
"Latino Skin","Aurorian #1926"
"Black Skin","Aurorian #2441"
"Latino Skin","Aurorian #3804"
"Black Skin","Aurorian #2089"
"Black Skin","Aurorian #3020"
"White Skin","Aurorian #1047"
"Black Skin","Aurorian #4510"
"White Skin","Aurorian #8688"
"Latino Skin","Aurorian #4304"
"White Skin","Aurorian #1812"
"Black Skin","Aurorian #3932"
"White Skin","Aurorian #7797"
"Latino Skin","Aurorian #3187"
"White Skin","Aurorian #704"
"Latino Skin","Aurorian #809"
"White Skin","Aurorian #3122"
"Latino Skin","Aurorian #1808"
"Black Skin","Aurorian #4633"
"Black Skin","Aurorian #8173"
"White Skin","Aurorian #8222"
"Black Skin","Aurorian #2145"
"White Skin","Aurorian #2213"
"Black Skin","Aurorian #8796"
"Black Skin","Aurorian #8892"
"Black Skin","Aurorian #6160"
"Black Skin","Aurorian #7612"
"Latino Skin","Aurorian #121"
"White Skin","Aurorian #9141"
"White Skin","Aurorian #1128"
"Black Skin","Aurorian #7474"
"White Skin","Aurorian #3586"
"Latino Skin","Aurorian #8264"
"White Skin","Aurorian #7270"
"Latino Skin","Aurorian #65"
"Latino Skin","Aurorian #5612"
"Latino Skin","Aurorian #9271"
"Latino Skin","Aurorian #7843"
"Black Skin","Aurorian #7807"
"Black Skin","Aurorian #7183"
"Latino Skin","Aurorian #4440"
"Black Skin","Aurorian #3839"
"Black Skin","Aurorian #8978"
"Black Skin","Aurorian #8370"
"White Skin","Aurorian #4532"
"White Skin","Aurorian #1679"
"Black Skin","Aurorian #4396"
"Black Skin","Aurorian #7901"
"Latino Skin","Aurorian #4290"
"White Skin","Aurorian #5420"
"White Skin","Aurorian #7964"
"Latino Skin","Aurorian #5363"
"White Skin","Aurorian #6078"
"Black Skin","Aurorian #4417"
"White Skin","Aurorian #5653"
"Black Skin","Aurorian #8302"
"White Skin","Aurorian #3162"
"Black Skin","Aurorian #5157"
"Black Skin","Aurorian #3438"
"Black Skin","Aurorian #5785"
"White Skin","Aurorian #9301"
"Black Skin","Aurorian #8860"
"Black Skin","Aurorian #7292"
"Black Skin","Aurorian #2088"
"Latino Skin","Aurorian #448"
"White Skin","Aurorian #9737"
"Black Skin","Aurorian #3095"
"Black Skin","Aurorian #2860"
"Black Skin","Aurorian #3190"
"White Skin","Aurorian #8682"
"Latino Skin","Aurorian #9586"
"Latino Skin","Aurorian #7319"
"White Skin","Aurorian #1170"
"White Skin","Aurorian #5143"
"White Skin","Aurorian #4144"
"White Skin","Aurorian #992"
"Black Skin","Aurorian #3961"
"Latino Skin","Aurorian #1226"
"Latino Skin","Aurorian #5507"
"White Skin","Aurorian #6107"
"White Skin","Aurorian #7019"
"Black Skin","Aurorian #8098"
"Black Skin","Aurorian #5462"
"Latino Skin","Aurorian #9902"
"Black Skin","Aurorian #2354"
"Black Skin","Aurorian #4158"
"Latino Skin","Aurorian #8138"
"White Skin","Aurorian #669"
"Black Skin","Aurorian #8628"
"White Skin","Aurorian #19"
"White Skin","Aurorian #6537"
"White Skin","Aurorian #3811"
"Black Skin","Aurorian #7309"
"Latino Skin","Aurorian #4190"
"Black Skin","Aurorian #3511"
"White Skin","Aurorian #5570"
"Latino Skin","Aurorian #1448"
"Latino Skin","Aurorian #3052"
"Latino Skin","Aurorian #3611"
"Black Skin","Aurorian #6991"
"Black Skin","Aurorian #8912"
"Latino Skin","Aurorian #9020"
"Black Skin","Aurorian #6960"
"Black Skin","Aurorian #2123"
"White Skin","Aurorian #6949"
"Latino Skin","Aurorian #4452"
"White Skin","Aurorian #4352"
"White Skin","Aurorian #4771"
"White Skin","Aurorian #6959"
"Black Skin","Aurorian #7945"
"White Skin","Aurorian #5084"
"Latino Skin","Aurorian #9916"
"Latino Skin","Aurorian #1141"
"Black Skin","Aurorian #8673"
"White Skin","Aurorian #3350"
"Black Skin","Aurorian #4128"
"Latino Skin","Aurorian #1354"
"White Skin","Aurorian #2175"
"Black Skin","Aurorian #5010"
"Latino Skin","Aurorian #8608"
"White Skin","Aurorian #6758"
"Black Skin","Aurorian #8743"
"White Skin","Aurorian #8723"
"Black Skin","Aurorian #2872"
"Latino Skin","Aurorian #3617"
"Black Skin","Aurorian #6246"
"White Skin","Aurorian #1590"
"White Skin","Aurorian #5567"
"White Skin","Aurorian #1510"
"Black Skin","Aurorian #1743"
"Black Skin","Aurorian #1621"
"Black Skin","Aurorian #406"
"Latino Skin","Aurorian #4832"
"Latino Skin","Aurorian #7906"
"Latino Skin","Aurorian #8223"
"White Skin","Aurorian #1288"
"Latino Skin","Aurorian #4318"
"Latino Skin","Aurorian #9944"
"White Skin","Aurorian #8541"
"Latino Skin","Aurorian #7847"
"White Skin","Aurorian #2134"
"Black Skin","Aurorian #2495"
"White Skin","Aurorian #1456"
"Black Skin","Aurorian #8046"
"White Skin","Aurorian #7687"
"Latino Skin","Aurorian #3236"
"Black Skin","Aurorian #9570"
"White Skin","Aurorian #8408"
"White Skin","Aurorian #9534"
"White Skin","Aurorian #3201"
"White Skin","Aurorian #5045"
"Latino Skin","Aurorian #7951"
"Latino Skin","Aurorian #6513"
"Black Skin","Aurorian #4892"
"White Skin","Aurorian #6388"
"Black Skin","Aurorian #1593"
"Black Skin","Aurorian #818"
"Latino Skin","Aurorian #6015"
"Latino Skin","Aurorian #7184"
"Latino Skin","Aurorian #7546"
"White Skin","Aurorian #6050"
"Latino Skin","Aurorian #9569"
"White Skin","Aurorian #4967"
"Latino Skin","Aurorian #3468"
"Black Skin","Aurorian #1557"
"Black Skin","Aurorian #8971"
"Latino Skin","Aurorian #6473"
"Latino Skin","Aurorian #2689"
"Black Skin","Aurorian #9875"
"Black Skin","Aurorian #9157"
"Black Skin","Aurorian #9167"
"White Skin","Aurorian #179"
"White Skin","Aurorian #5309"
"Black Skin","Aurorian #9055"
"White Skin","Aurorian #4668"
"Black Skin","Aurorian #8898"
"White Skin","Aurorian #6379"
"Black Skin","Aurorian #1635"
"Latino Skin","Aurorian #3589"
"Black Skin","Aurorian #7655"
"Latino Skin","Aurorian #2279"
"White Skin","Aurorian #8550"
"Latino Skin","Aurorian #9439"
"Black Skin","Aurorian #777"
"White Skin","Aurorian #3365"
"Latino Skin","Aurorian #2144"
"Black Skin","Aurorian #7461"
"White Skin","Aurorian #9937"
"Latino Skin","Aurorian #427"
"Black Skin","Aurorian #7506"
"White Skin","Aurorian #2669"
"Black Skin","Aurorian #5346"
"White Skin","Aurorian #3879"
"Latino Skin","Aurorian #9208"
"White Skin","Aurorian #6753"
"Latino Skin","Aurorian #8880"
"White Skin","Aurorian #1283"
"Black Skin","Aurorian #7469"
"Black Skin","Aurorian #8734"
"White Skin","Aurorian #1385"
"Black Skin","Aurorian #7248"
"Latino Skin","Aurorian #6769"
"Latino Skin","Aurorian #2985"
"Black Skin","Aurorian #6052"
"Latino Skin","Aurorian #6925"
"White Skin","Aurorian #6113"
"White Skin","Aurorian #5345"
"White Skin","Aurorian #9901"
"Black Skin","Aurorian #112"
"Latino Skin","Aurorian #1424"
"White Skin","Aurorian #137"
"Latino Skin","Aurorian #4214"
"White Skin","Aurorian #1508"
"Latino Skin","Aurorian #647"
"Latino Skin","Aurorian #8990"
"White Skin","Aurorian #2434"
"White Skin","Aurorian #9939"
"White Skin","Aurorian #456"
"Black Skin","Aurorian #4784"
"Black Skin","Aurorian #8759"
"Latino Skin","Aurorian #9635"
"Black Skin","Aurorian #4556"
"White Skin","Aurorian #3161"
"White Skin","Aurorian #2920"
"White Skin","Aurorian #408"
"Black Skin","Aurorian #9285"
"Black Skin","Aurorian #3384"
"White Skin","Aurorian #7016"
"White Skin","Aurorian #7662"
"White Skin","Aurorian #875"
"Black Skin","Aurorian #6049"
"Black Skin","Aurorian #4646"
"White Skin","Aurorian #1195"
"White Skin","Aurorian #2962"
"White Skin","Aurorian #6635"
"White Skin","Aurorian #2250"
"Latino Skin","Aurorian #6067"
"Black Skin","Aurorian #6935"
"White Skin","Aurorian #457"
"Latino Skin","Aurorian #7170"
"White Skin","Aurorian #8333"
"Black Skin","Aurorian #8969"
"White Skin","Aurorian #2567"
"White Skin","Aurorian #8995"
"White Skin","Aurorian #4269"
"Black Skin","Aurorian #7017"
"White Skin","Aurorian #7141"
"White Skin","Aurorian #265"
"Black Skin","Aurorian #7871"
"White Skin","Aurorian #5254"
"Latino Skin","Aurorian #8394"
"Black Skin","Aurorian #6200"
"Latino Skin","Aurorian #2582"
"Latino Skin","Aurorian #3931"
"White Skin","Aurorian #167"
"Latino Skin","Aurorian #638"
"White Skin","Aurorian #5985"
"White Skin","Aurorian #9187"
"Black Skin","Aurorian #269"
"White Skin","Aurorian #4621"
"White Skin","Aurorian #5790"
"Black Skin","Aurorian #4301"
"White Skin","Aurorian #946"
"White Skin","Aurorian #9632"
"White Skin","Aurorian #9415"
"Black Skin","Aurorian #7020"
"White Skin","Aurorian #5278"
"Black Skin","Aurorian #5129"
"Latino Skin","Aurorian #4298"
"White Skin","Aurorian #3298"
"Latino Skin","Aurorian #8511"
"White Skin","Aurorian #7085"
"Black Skin","Aurorian #9891"
"Latino Skin","Aurorian #8224"
"Latino Skin","Aurorian #9487"
"White Skin","Aurorian #3524"
"Latino Skin","Aurorian #2107"
"Black Skin","Aurorian #7033"
"White Skin","Aurorian #9062"
"Black Skin","Aurorian #5720"
"Black Skin","Aurorian #1807"
"Black Skin","Aurorian #8503"
"Latino Skin","Aurorian #6157"
"White Skin","Aurorian #3958"
"Black Skin","Aurorian #1110"
"White Skin","Aurorian #1878"
"Black Skin","Aurorian #2732"
"White Skin","Aurorian #851"
"Latino Skin","Aurorian #7673"
"Latino Skin","Aurorian #8119"
"Black Skin","Aurorian #7477"
"Latino Skin","Aurorian #4005"
"Black Skin","Aurorian #937"
"White Skin","Aurorian #993"
"Latino Skin","Aurorian #8347"
"Black Skin","Aurorian #6812"
"White Skin","Aurorian #9424"
"White Skin","Aurorian #3835"
"White Skin","Aurorian #201"
"White Skin","Aurorian #3517"
"Black Skin","Aurorian #8382"
"Black Skin","Aurorian #4189"
"White Skin","Aurorian #3656"
"White Skin","Aurorian #4622"
"Latino Skin","Aurorian #7555"
"White Skin","Aurorian #2139"
"Black Skin","Aurorian #7128"
"Latino Skin","Aurorian #248"
"Black Skin","Aurorian #2197"
"White Skin","Aurorian #4080"
"White Skin","Aurorian #4565"
"Latino Skin","Aurorian #3315"
"White Skin","Aurorian #8084"
"Black Skin","Aurorian #9067"
"Latino Skin","Aurorian #4030"
"Latino Skin","Aurorian #718"
"White Skin","Aurorian #2320"
"White Skin","Aurorian #7490"
"Black Skin","Aurorian #7820"
"Latino Skin","Aurorian #6071"
"Black Skin","Aurorian #7948"
"White Skin","Aurorian #2523"
"White Skin","Aurorian #1182"
"Black Skin","Aurorian #2199"
"White Skin","Aurorian #3353"
"Latino Skin","Aurorian #4789"
"White Skin","Aurorian #3772"
"Black Skin","Aurorian #3543"
"White Skin","Aurorian #98"
"White Skin","Aurorian #2784"
"Latino Skin","Aurorian #5479"
"Latino Skin","Aurorian #6598"
"Black Skin","Aurorian #3841"
"White Skin","Aurorian #6589"
"White Skin","Aurorian #4567"
"White Skin","Aurorian #2868"
"Black Skin","Aurorian #4474"
"White Skin","Aurorian #1835"
"Black Skin","Aurorian #2738"
"White Skin","Aurorian #9129"
"White Skin","Aurorian #17"
"White Skin","Aurorian #5536"
"White Skin","Aurorian #9231"
"Latino Skin","Aurorian #4326"
"Black Skin","Aurorian #1257"
"White Skin","Aurorian #1383"
"Latino Skin","Aurorian #6181"
"Black Skin","Aurorian #9801"
"Latino Skin","Aurorian #2758"
"Latino Skin","Aurorian #2998"
"White Skin","Aurorian #6606"
"White Skin","Aurorian #3376"
"Latino Skin","Aurorian #9812"
"Black Skin","Aurorian #4506"
"White Skin","Aurorian #7210"
"Black Skin","Aurorian #2210"
"Black Skin","Aurorian #6963"
"Black Skin","Aurorian #8753"
"Latino Skin","Aurorian #7268"
"White Skin","Aurorian #1990"
"Latino Skin","Aurorian #8542"
"White Skin","Aurorian #8496"
"Latino Skin","Aurorian #8286"
"White Skin","Aurorian #4111"
"White Skin","Aurorian #9230"
"White Skin","Aurorian #8287"
"Black Skin","Aurorian #4868"
"Black Skin","Aurorian #1353"
"Latino Skin","Aurorian #9830"
"Latino Skin","Aurorian #5649"
"Black Skin","Aurorian #43"
"Latino Skin","Aurorian #5461"
"White Skin","Aurorian #8609"
"Latino Skin","Aurorian #2637"
"Black Skin","Aurorian #5416"
"Black Skin","Aurorian #1249"
"White Skin","Aurorian #7250"
"White Skin","Aurorian #8594"
"Latino Skin","Aurorian #904"
"Latino Skin","Aurorian #7971"
"Black Skin","Aurorian #7742"
"White Skin","Aurorian #1610"
"White Skin","Aurorian #8908"
"White Skin","Aurorian #8156"
"Latino Skin","Aurorian #8304"
"White Skin","Aurorian #4969"
"Black Skin","Aurorian #3754"
"White Skin","Aurorian #9708"
"White Skin","Aurorian #1430"
"Latino Skin","Aurorian #948"
"White Skin","Aurorian #2122"
"Black Skin","Aurorian #8812"
"White Skin","Aurorian #6059"
"White Skin","Aurorian #672"
"Black Skin","Aurorian #4602"
"Latino Skin","Aurorian #5781"
"Latino Skin","Aurorian #7444"
"Latino Skin","Aurorian #7480"
"Black Skin","Aurorian #3514"
"Latino Skin","Aurorian #6282"
"White Skin","Aurorian #207"
"Black Skin","Aurorian #7473"
"Latino Skin","Aurorian #9414"
"White Skin","Aurorian #1153"
"Black Skin","Aurorian #1860"
"Black Skin","Aurorian #6254"
"Black Skin","Aurorian #6558"
"White Skin","Aurorian #4895"
"White Skin","Aurorian #1519"
"Black Skin","Aurorian #8801"
"White Skin","Aurorian #7787"
"Black Skin","Aurorian #9661"
"Black Skin","Aurorian #5426"
"Latino Skin","Aurorian #6550"
"Black Skin","Aurorian #1454"
